Date,Mkt-RF,SMB,HML,RF
20161130,-0.25,-0.38,2.2,0
20161201,-0.36,-0.64,2.03,0
20161202,0,0.04,-0.32,0
20161205,0.75,1.09,0.27,0
20161206,0.47,0.62,0.21,0
20161207,1.26,-0.6,0.48,0
20161208,0.36,1.16,0.6,0
20161209,0.46,-0.28,0.2,0
20161212,-0.3,-0.95,-0.14,0
20161213,0.6,-0.53,-0.25,0
20161214,-0.82,-0.38,-0.28,0
20161215,0.46,0.38,0.29,0
20161216,-0.22,0.07,-0.41,0
20161219,0.22,0.33,0.06,0
20161220,0.44,0.43,0.64,0
20161221,-0.24,-0.36,0.2,0
20161222,-0.3,-0.75,0.25,0
20161223,0.19,0.57,-0.5,0
20161227,0.27,0.22,0.13,0
20161228,-0.87,-0.27,0.08,0
20161229,-0.04,0.15,-0.33,0
20161230,-0.52,-0.11,0.21,0
20170103,0.83,-0.12,0.06,0
20170104,0.79,0.95,-0.15,0
20170105,-0.21,-0.88,-0.78,0
20170106,0.29,-0.66,-0.31,0
20170109,-0.37,-0.3,-1.03,0
20170110,0.16,0.88,0.43,0
20170111,0.31,-0.23,0.68,0
20170112,-0.3,-0.58,-0.86,0
20170113,0.29,0.61,-0.09,0
20170117,-0.49,-0.85,-0.64,0
20170118,0.24,0.18,0.23,0
20170119,-0.38,-0.5,-0.06,0
20170120,0.33,0.05,0.22,0
20170123,-0.29,-0.04,-0.33,0
20170124,0.82,0.71,0.81,0
20170125,0.84,0.17,0.43,0
20170126,-0.1,-0.62,0.4,0
20170127,-0.12,-0.01,-0.68,0
20170130,-0.68,-0.72,-0.46,0
20170131,0,0.87,-0.55,0
20170201,0.03,-0.08,0.04,0
20170202,-0.02,-0.23,-0.29,0
20170203,0.82,0.51,0.74,0
20170206,-0.27,-0.62,-0.16,0
20170207,0,-0.3,-0.51,0
20170208,0.07,-0.24,-0.59,0
20170209,0.71,0.68,0.08,0
20170210,0.37,0.39,0.17,0
20170213,0.49,-0.32,0.34,0
20170214,0.45,-0.24,0.35,0
20170215,0.53,0.18,-0.42,0
20170216,-0.16,-0.22,0,0
20170217,0.2,0,-0.54,0
20170221,0.6,-0.01,0.13,0
20170222,-0.15,-0.37,0.1,0
20170223,-0.12,-0.66,0.24,0
20170224,0.15,0.03,-0.96,0
20170227,0.21,0.83,-0.34,0
20170228,-0.42,-1.37,0.14,0
20170301,1.47,0.42,0.77,0
20170302,-0.69,-0.52,-0.9,0
20170303,0.08,-0.22,0.14,0
20170306,-0.37,-0.35,-0.08,0
20170307,-0.35,-0.29,-0.07,0
20170308,-0.19,-0.12,-0.83,0
20170309,0.05,-0.47,-0.23,0
20170310,0.34,0.09,-0.47,0
20170313,0.13,0.32,-0.08,0
20170314,-0.36,-0.23,-0.01,0
20170315,0.86,0.71,-0.46,0
20170316,-0.07,0.46,0.23,0
20170317,-0.08,0.64,-0.34,0
20170320,-0.25,-0.11,-0.71,0
20170321,-1.49,-1.33,-0.71,0
20170322,0.16,-0.3,-0.57,0
20170323,-0.03,0.69,0.49,0
20170324,-0.05,0.13,-0.2,0
20170327,-0.05,0.54,-0.49,0
20170328,0.73,-0.14,0.72,0
20170329,0.18,0.38,-0.09,0
20170330,0.36,0.34,0.92,0
20170331,-0.16,0.58,-0.32,0
20170403,-0.28,-1.11,-0.08,0
20170404,0.05,-0.23,0.31,0
20170405,-0.44,-0.79,-0.3,0
20170406,0.31,0.66,0.48,0
20170407,-0.08,0.13,-0.26,0
20170410,0.08,0.1,0.07,0
20170411,-0.05,0.8,0.23,0
20170412,-0.49,-0.84,-0.54,0
20170413,-0.75,-0.25,-0.81,0
20170417,0.89,0.24,0.24,0
20170418,-0.25,0.37,-0.19,0
20170419,-0.08,0.59,-0.44,0
20170420,0.83,0.54,0.26,0
20170421,-0.28,0.11,-0.15,0
20170424,1.18,0.16,0.5,0
20170425,0.66,0.37,-0.07,0
20170426,0.04,0.71,0.32,0
20170427,0.05,-0.13,-0.97,0
20170428,-0.3,-0.7,-0.6,0
20170501,0.21,0.25,-0.11,0
20170502,0.03,-0.46,-0.23,0
20170503,-0.19,-0.55,0.23,0
20170504,0.02,-0.07,-0.33,0
20170505,0.46,0.07,0,0
20170508,-0.04,-0.24,0.25,0
20170509,-0.05,0.49,-0.8,0
20170510,0.2,0.19,0.03,0
20170511,-0.25,-0.39,-0.16,0
20170512,-0.18,-0.3,-0.61,0
20170515,0.53,0.25,0.2,0
20170516,-0.03,0.14,-0.09,0
20170517,-1.97,-0.86,-0.6,0
20170518,0.4,0.05,-0.38,0
20170519,0.7,-0.37,0.4,0
20170522,0.56,0.28,-0.3,0
20170523,0.18,-0.1,0.64,0
20170524,0.24,-0.13,-0.46,0
20170525,0.42,-0.28,-0.74,0
20170526,0.06,-0.03,0.1,0
20170530,-0.19,-0.5,-0.35,0
20170531,-0.02,0.04,-0.53,0
20170601,0.94,1,0.04,0
20170602,0.35,0.57,-0.76,0
20170605,-0.17,-0.46,-0.04,0
20170606,-0.28,0.09,-0.03,0
20170607,0.15,-0.17,-0.04,0
20170608,0.18,1.14,0.93,0
20170609,-0.12,0.04,2.44,0
20170612,-0.12,-0.25,0.34,0
20170613,0.55,0.08,-0.14,0
20170614,-0.17,-0.47,-0.52,0
20170615,-0.3,-0.24,-0.11,0
20170616,-0.04,-0.21,-0.19,0
20170619,0.86,0.1,-0.73,0
20170620,-0.73,-0.4,-0.48,0
20170621,-0.07,-0.06,-1.67,0
20170622,0.02,0.51,-0.41,0
20170623,0.24,0.83,-0.48,0
20170626,0.04,-0.03,0.7,0
20170627,-0.85,-0.39,1.34,0
20170628,1.01,0.75,0.21,0
20170629,-0.83,-0.13,1.37,0
20170630,0.14,-0.09,-0.3,0
20170703,0.23,0.36,1.21,0
20170705,0.12,-0.68,-0.58,0
20170706,-0.95,-0.5,0.12,0
20170707,0.69,0.41,-0.41,0
20170710,0.05,-0.44,-0.07,0
20170711,0,0.36,-0.55,0
20170712,0.72,0.12,-0.52,0
20170713,0.17,-0.08,0.39,0
20170714,0.42,-0.13,-0.52,0
20170717,0,0.21,0.1,0
20170718,0.04,-0.29,-0.3,0
20170719,0.59,0.52,0.03,0
20170720,-0.01,0.06,-0.05,0
20170721,-0.08,-0.41,-0.24,0
20170724,-0.03,0.1,-0.18,0
20170725,0.38,0.36,0.96,0
20170726,-0.06,-0.35,-0.76,0
20170727,-0.14,-0.63,0.44,0
20170728,-0.17,-0.03,0.27,0
20170731,-0.11,-0.35,0.46,0
20170801,0.24,-0.19,0.14,0
20170802,-0.08,-1.17,0.15,0
20170803,-0.21,-0.34,-0.33,0
20170804,0.25,0.32,0.4,0
20170807,0.16,-0.1,-0.58,0
20170808,-0.23,-0.07,0.23,0
20170809,-0.14,-0.78,-0.08,0
20170810,-1.49,-0.3,0.26,0
20170811,0.19,0.24,-0.87,0
20170814,1.03,0.29,0.12,0
20170815,-0.11,-0.86,-0.03,0
20170816,0.18,-0.13,-0.44,0
20170817,-1.6,-0.17,-0.17,0
20170818,-0.15,0.12,0.24,0
20170821,0.06,-0.24,-0.22,0
20170822,1.07,-0.02,-0.24,0
20170823,-0.32,0.09,0.41,0
20170824,-0.15,0.59,0.16,0
20170825,0.18,0.12,0.56,0
20170828,0.08,0.34,-0.74,0
20170829,0.1,0.13,-0.38,0
20170830,0.53,0,-0.32,0
20170831,0.62,0.49,-0.43,0
20170901,0.28,0.41,0.4,0
20170905,-0.8,0.07,-0.99,0
20170906,0.28,-0.06,0.12,0
20170907,-0.07,0.14,-0.91,0
20170908,-0.17,0.03,0.38,0
20170911,1.07,-0.11,0.64,0
20170912,0.42,0.24,0.72,0
20170913,0.1,0.27,0.32,0
20170914,-0.13,-0.03,-0.06,0
20170915,0.19,0.29,0.14,0
20170918,0.24,0.39,0.21,0
20170919,0.15,-0.29,0.4,0
20170920,0.15,0.22,0.49,0
20170921,-0.28,0.1,0.37,0
20170922,0.13,0.44,0.12,0
20170925,-0.26,0.31,0.59,0
20170926,0.06,0.4,0.17,0
20170927,0.63,1.39,0.23,0
20170928,0.13,0.18,-0.05,0
20170929,0.35,-0.14,-0.26,0
20171002,0.5,0.85,0.13,0
20171003,0.26,-0.04,-0.05,0
20171004,0.05,-0.27,-0.45,0
20171005,0.55,-0.33,0.39,0
20171006,-0.08,-0.06,-0.25,0
20171009,-0.23,-0.28,0,0
20171010,0.24,-0.01,0.43,0
20171011,0.16,-0.19,-0.19,0
20171012,-0.18,0.04,-0.52,0
20171013,0.04,-0.22,0.12,0
20171016,0.17,-0.27,0.36,0
20171017,0.01,-0.34,-0.31,0
20171018,0.14,0.29,0.23,0
20171019,0.02,-0.39,0.16,0
20171020,0.57,-0.09,0.27,0
20171023,-0.45,-0.44,0.17,0
20171024,0.2,-0.19,0.49,0
20171025,-0.5,0.02,0.15,0
20171026,0.2,0.04,0.28,0
20171027,0.82,-0.03,-0.98,0
20171030,-0.46,-0.81,-0.05,0
20171031,0.23,0.84,-0.25,0
20171101,0.05,-0.79,0.08,0
20171102,0.06,-0.01,0.51,0
20171103,0.3,-0.44,-0.72,0
20171106,0.06,0.23,0.19,0
20171107,-0.2,-1.36,-0.4,0
20171108,0.12,0.04,-0.6,0
20171109,-0.41,-0.04,0.22,0
20171110,0.01,0.06,-0.43,0
20171113,0.09,-0.3,0.09,0
20171114,-0.22,-0.12,0,0
20171115,-0.52,-0.04,0.23,0
20171116,1.01,0.86,-0.53,0
20171117,-0.14,0.74,0.27,0
20171120,0.21,0.56,0.03,0
20171121,0.67,0.41,-0.33,0
20171122,-0.05,0.11,-0.08,0
20171124,0.21,0.02,-0.43,0
20171127,-0.06,-0.37,0.01,0
20171128,1.06,0.39,0.86,0
20171129,0.02,0.07,1.48,0
20171130,0.82,-0.56,-0.52,0
20171201,-0.22,-0.36,0.38,0
20171204,-0.11,-0.34,1.22,0
20171205,-0.42,-0.46,-0.22,0
20171206,-0.09,-0.46,-0.52,0
20171207,0.42,0.26,-0.2,0
20171208,0.51,-0.46,-0.13,0
20171211,0.27,-0.43,-0.18,0
20171212,0.07,-0.52,0.5,0
20171213,0.02,0.72,-0.89,0
20171214,-0.47,-0.7,-0.22,0
20171215,0.92,0.68,0.04,0
20171218,0.66,0.75,0.27,0
20171219,-0.3,-0.36,-0.24,0
20171220,0.01,0.35,0.06,0
20171221,0.24,0.27,0.63,0
20171222,-0.07,-0.21,-0.21,0
20171226,-0.07,0.33,-0.07,0
20171227,0.05,-0.13,-0.2,0
20171228,0.22,0.12,0.05,0
20171229,-0.57,-0.31,0.01,0
20180102,0.85,0.35,-0.21,0.01
20180103,0.59,-0.39,-0.19,0.01
20180104,0.42,-0.26,0.24,0.01
20180105,0.66,-0.35,-0.25,0.01
20180108,0.19,-0.15,0.04,0.01
20180109,0.15,-0.35,-0.04,0.01
